,countRef,openDate,sector,employer,employerType,jobTitle,type,countries
1525,1526,20210920,,Fraunhofer-Institut fr Angewandte Optik und Feinmechanik,O,Student Assistant / Intern / Thesis Student in Photonic Quantum Technology,I,DE
1526,1527,20220415,research and development organization,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Quantum Computing - Use Case Petri-Nets,A,DE
1527,1528,20220426,,Julich Supercomputing Centre / Forschungszentrum Julich,O,Project Developer in Quantum Technologies,A,DE
1528,1529,20210526,,Bosch Group,O,Research Engineer Multi-domain Simulation of Quantum Sensors,A,DE
1529,1530,20221114,,Helmholtz-Zentrum Dresden-Rossendorf,O,PostDoc (f/m/d) Diamond based quantum sensing for neurosurgery,P,DE
1530,1531,20220412,symmetric encryption reborn for the cloud,ArQit Limited,O,Communications Director,A,GB
1531,1532,20211120,independent quantum computing company,Cambridge Quantum Computing,O,Software Engineer (Quantum Chemistry),A,GB
1532,1533,20220216,science research institute,Fritz Haber Institute of the Max Planck Society,O,PhD Position Exploring ultrafast dynamics in strained quantum materials,A,DE
1533,1534,20220726,internet media and services,ADLIB,O,Software Developer,A,GB
1534,1535,20210721,university,University of Nottingham,U,PhD: On-chip hybrid quantum systems: coupling microwaves to magnon-phonon polarons,A,GB
1535,1536,20220623,IoT security company,ANGOKA,O,Senior Embedded Software Engineer (C++),A,GB
1536,1537,20211008,symmetric encryption reborn for the cloud,ArQit Limited,O,Cloud and Infrastructure Architect,A,GB
1537,1538,20210604,university,Carl von Ossietzky Universitt Oldenburg,U,"Research Assistant (m/f/d), E13",A,DE
1538,1539,20211208,university,Heriot Watt University,U,Research Associate in Quantum Communication Science,A,GB
1539,1540,20220325,,Infineon Technologies,O,Digital Design Engineer Quantum Computing (f/m/div)*,A,DE
1540,1541,20211123,a cutting edge technology company,Quantum Detectors,O,Finance Officer,A,GB
1541,1542,20220129,"coordinates research on some of the most significant challenges facing society, such as future energy needs, monitoring and understanding climate change, and global security",Science and Technology Facilities Council (STFC),O,Applications Engineer,A,GB
1542,1543,20211005,university,Durham University,U,Postdoctoral Research Associate in Quantum Light and Matter,P,GB
1543,1544,20220405,a cutting edge technology company,Quantum Detectors,O,Customer Support Engineer,A,GB
1544,1545,20220201,a venture-backed Australian-German quantum computing hardware company,Quantum Brilliance,O,Senior Application Engineer - Quantum Software and Applications,A,DE
1545,1546,20210828,revolutionary technology platform,Quantum Motion Technology,O,IC Validation Engineer,A,GB
1546,1547,20210408,Japanese multinational information and communications technology equipment and services corporation,Fujitsu,O,Digital Business Enablement Specialist (f/m/d),A,DE
1547,1548,20210310,university,Universitat Hamburg,U,Research Associate for the project: LISA phase readout - Developing a ground-support phasemeter based on MicroTCA,A,DE
1548,1549,20211012,a venture-backed Australian-German quantum computing hardware company,Quantum Brilliance,O,People & Culture Manager,A,DE
1549,1550,20220121,independent quantum computing company,Cambridge Quantum Computing,O,Senior Sales Executive - Cybersecurity - UK / Remote,A,GB
1550,1551,20220404,a high-tech startup,Q.ANT GmbH,O,"Production technician in the field of optics alignment, laser systems and sensor assembly (m/f/d)",A,DE
1551,1552,20220810,cybersecurity company,PQShield,O,Cryptography Hardware Design Engineer,A,GB
1552,1553,20210722,university,Ludwig Maximilian University of Munich (LMU),U,Professorship (W2) (fixed term for 5 years) of Mathematics of Many-body Quantum systems,F,DE
1553,1554,20211018,cloud infrastructure company for quantum computing,Quantum Machines,O,"Head of Sales, EMEA",A,DE
1554,1555,20220204,university,University of Bristol,U,Research Associate /Senior Research Associate in QET Labs,A,GB
1555,1556,20220903,,Infineon Technologies,O,Staff Engineer Component Verification for Trapped Ion Quantum Computing (f/m/div),A,DE
1556,1557,20220527,measurement standards laboratory of India,Council Of Scientific And Industrial Research–National Physical Laboratory (CSIR–NPL),O,Higher Research Scientist: Superconducting Quantum Circuits,A,GB
1557,1558,20220309,independent quantum computing company,Cambridge Quantum Computing,O,Senior Systems Administrator,A,GB
1558,1559,20210320,independent quantum computing company,Cambridge Quantum Computing,O,Software Developer - Quantum Software,A,GB
1559,1560,20220806,"an integrated business from the hardware development of quantum computers, software development and provision of services",Quantinuum,O,IT Desktop Support Analyst,A,GB
1560,1561,20220207,a national research center in Germany,Deutsches Elektronen-Synchrotron (DESY),O,Postdoc for the development of quantum computing applications,P,DE
1561,1562,20210714,,Bosch Group,O,Engineer Electronics for Micro Sensors,A,DE
1562,1563,20211211,,Fraunhofer-Institut fr Photonische Mikrosysteme,O,PhD student on the topic: Quantum Security IP,A,DE
1563,1564,20220625,a technology company,IBM,O,"Research Software Engineer, Performance Engineering for Simulation & M",A,GB
1564,1565,20220526,research and development organization,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Student Assistant Quantum Machine Learning,A,DE
1565,1566,20221102,,Hewlett Packard Enterprise,O,Hewlett Packard Labs - Architecture & System Design Research Scientist,A,DE
1566,1567,20220901,university,Heriot Watt University,U,Research Associate in Computational Imaging Methods for Quantum Enhanced Imaging,A,GB
1567,1568,20220614,IoT security company,ANGOKA,O,Hardware Engineer,A,GB
1568,1569,20200125,Developer of quantum computing software,PhaseCraft,O,Quantum Software Researchers,A,GB
1569,1570,20211214,,KETS Quantum Security Ltd,O,Senior Finance Officer / Finance Manager (Part Time),A,GB
1570,1571,20221014,a technology company,IBM,O,R&D IBM Quantum Industry Consultant Manufacturing (f/m/x),A,DE
1571,1572,20211003,university,University of Southampton,U,Research Fellow in Quantum Optical Memories,A,GB
1572,1573,20220222,,Nu Quantum,O,Electronics/Hardware Engineer,A,GB
1573,1574,20220124,multinational technology company,Intel,O,PQC Cryptographer,A,GB
1574,1575,20220220,university,University of Birmingham,U,Research Fellow in Quantum Technology - Physics and Astronomy - 99084,A,GB
1575,1576,20220205,Scientific institute,Max Planck Institute for Solid State Research,O,Fully funded PhD positions (doctoral researcher m/f/d) | Condensed Matter Science,A,DE
1576,1577,20210921,university,University of Cologne,U,Senior researcher (f/m/d),A,DE
1577,1578,20210831,,IC Resources,O,ASIC Design Engineer,A,GB
1578,1579,20211218,technology company,Microsoft,O,Senior Researcher - Quantum,A,DK
1579,1580,20211222,symmetric encryption reborn for the cloud,ArQit Limited,O,Senior QA Engineer,A,GB
1580,1581,20220311,independent quantum computing company,Cambridge Quantum Computing,O,Quantum Software Internship,I,GB
1581,1582,20220426,university,University of Oxford,U,Postdoctoral Research Assistant in Experimental Quantum Device Control,P,GB
1582,1583,20220805,university,Imperial College London,U,Research Technician,A,GB
1583,1584,20210909,,Bayer,O,Research Scientist Quantum Chemistry for Molecular Machine Learning (m/f/d),A,DE
1584,1585,20220613,university,Universitat Hamburg,U,Research Associate for the Project Cluster of Excellence CUI: Advanced Imaging of Matter- Variational Quantum Computing for Nonlinear Problems,A,DE
1585,1586,20210830,a not-for-profit limited company,Diamond Light Source,O,Diamond / MPI Halle Joint PhD Studentship,A,GB
1586,1587,20220129,"coordinates research on some of the most significant challenges facing society, such as future energy needs, monitoring and understanding climate change, and global security",Science and Technology Facilities Council (STFC),O,Applications Engineer,A,GB
1587,1588,20210517,,Physikalisch-Technische Bundesanstalt (PTB),O,Doktorand / Doktorandin (m/w/d) der Fachrichtung Physik,A,DE
1588,1589,20220514,university,University of Warwick,U,Assistant Professor,F,GB
1589,1590,20210529,global professional services company,Accenture,O,Technical Architect,A,GB
1590,1591,20220730,university,Dresden University of Technology,U,3 Research Associates (m/f/x),A,DE
1591,1592,20220902,American financial services company,Moody's,O,Quantum Computing Engineer (EMEA Remote),A,DE
1592,1593,20220202,"electronic capital goods for industry, infrastructure operators and government customers",Rohde & Schwarz GmbH & Co. KG,O,Research & Development Post-Quantum Cryptography (m/f/d),P,DE
1593,1594,20211013,symmetric encryption reborn for the cloud,ArQit Limited,O,Product Marketing Manager,A,GB
1594,1595,20210906,university,Universitat Hamburg,U,Research Associate for the Project Cluster of Excellence CUI: Advanced Imaging of Matter - Strontium Quantum Gas Microscope,A,DE
1595,1596,20220720,,IC Resources,O,Python Engineer,A,GB
1596,1597,20220622,provides businesses with an easy on-ramp to quantum and hybrid computing,Quantagonia,O,Source code analysis/instrumentation Specialist (m/w/d),A,DE
1597,1598,20220809,,Sony Electronics,O,Master or Internship Student (m/f/d) in Computational Quantum Chemistry,I,DE
1598,1599,20220506,an international pioneer in the aerospace industry,Airbus,O,Scientist on metadata-private communication (d/f/m),A,DE
1599,1600,20220509,,Julich Supercomputing Centre / Forschungszentrum Julich,O,Sachbearbeiter (w/m/d),A,DE
1600,1601,20210508,"the world's leading manufacturer of premium automobiles and motorcycles, and provider of premium financial and mobility services",BMW Group,O,Internship Quantum Computing (f/m/d),I,DE
1601,1602,20210312,,Porsche AG,O,Masterand: Quantum-based Implementation of an Anomaly-Detection Use-Case,A,DE
1602,1603,20210313,"an independent, non-profit research organization",Max Planck Institute for Nuclear Physics,O,Post Doctoral Research Associate (m/f/d) | Non-thermal astrophysics | 03-2021,P,DE
1603,1604,20220106,a quantum computing hardware and software company,Oxford Quantum Circuits,O,QCaaS Senior Software Engineer,A,GB
1604,1605,20211104,a quantum computing hardware and software company,Oxford Quantum Circuits,O,Technician,A,GB
1605,1606,20220609,independent quantum computing company,Cambridge Quantum Computing,O,Technical Project Manager - Quantum Machine Learning,A,GB
1606,1607,20220430,Developer of quantum computing technologies,Oxford Ionics,O,Microfabrication Engineer,A,GB
1607,1608,20210727,weltweit führende anwendungsorientierte Forschungseinrichtung für mikroelektronische und informationstechnische Systemlösungen und Dienstleistungen,Fraunhofer-Institut fr Integrierte Schaltungen,O,Studentische Hilfskraft (w/m/d) Quantum Machine Learning & Quantum Circuit Simulation,A,DE
1608,1609,20221123,university,Universitat Hamburg,U,Research Associate in the Field of String Theory/Quantum Field Theory,A,DE
1609,1610,20220217,aims to make the technology of quantum computing accessible to users in research and industry,QAR-Lab – Quantum Applications and Research Laboratory,O,Research assistant (m/f/d) in the field of software development for the quantum computing software platform,A,DE
1610,1611,20220414,a quantum computing hardware and software company,Oxford Quantum Circuits,O,RF Engineer (Quantum Systems Team),A,GB
1611,1612,20220311,university,University of Cambridge,U,Research Associate in Quantum Optics in Solids (Fixed Term),A,GB
1612,1613,20210615,university,Imperial College London,U,Research Associate in Quantum Devices,A,GB
1613,1614,20210511,university,Universitat Hamburg,U,Research Associate for the project Cluster of Excellence CUI: Advanced Imaging of Matter - Probing electron dynamics in strong-field-driven solids with ultrashort extreme ultraviolet pulses&quot;,A,DE
1614,1615,20220425,a quantum computing hardware and software company,Oxford Quantum Circuits,O,Junior Software Engineer,A,GB
1615,1616,20221116,research and development organization,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Group Leader Quantum Imaging (IOF-2022-116),A,DE
1616,1617,20210217,,UK Research & Innovation (UKRI),O,Quantum Systems Technology Development Manager,A,GB
1617,1618,20220821,symmetric encryption reborn for the cloud,ArQit Limited,O,Talent Acquisition Partner,A,GB
1618,1619,20220308,employee-owned Recruitment Agency,ADLIB,O,RF/IC Design Engineer,A,GB
1619,1620,20211012,university,University of Warwick,U,Newton Research Fellow,A,GB
1620,1621,20220721,university,University of Copenhagen,U,PhD fellowship in Theoretical Quantum Optics and Quantum Information,A,DK
1621,1622,20201114,,Covestro,O,PhD in quantum Computing (m/f/d),A,DE
1622,1623,20220106,a quantum computing hardware and software company,Oxford Quantum Circuits,O,Cleanroom Supervisor,A,GB
