,0,1,2,3,4,5,6
2442,001222,20210817,"Leibniz Supercomputing Centre (Leibniz-Rechenzentrum, LRZ)",O,High-Performance Quantum Computing Specialist (f/m/d),A,DE
2443,countRef,openDate,employer,employerType,jobTitle,type,countries
2444,001223,20220701,Technical University of Munich (TUM),U,Student Assistant - Quantum Spaces,A,DE
2445,countRef,openDate,employer,employerType,jobTitle,type,countries
2446,001224,20210930,Leibniz Institute for Crystal Growth (IKZ),O,PhD Student Position (m/f/d) - K 29/21,A,DE
2447,countRef,openDate,employer,employerType,jobTitle,type,countries
2448,001225,20220412,AegiQ,O,Software Engineer - Data Acquisition & Hardware Automation,A,GB
2449,countRef,openDate,employer,employerType,jobTitle,type,countries
2450,001226,20220305,Riverlane,O,Physical Design Engineer,A,GB
2451,countRef,openDate,employer,employerType,jobTitle,type,countries
2452,001227,20220601,Deutsches Elektronen-Synchrotron (DESY),O,PhD student position in the Excellence Cluster - Quantum Universe,A,DE
2453,countRef,openDate,employer,employerType,jobTitle,type,countries
2454,001228,20211208,Julich Supercomputing Centre / Forschungszentrum Julich,O,Postdoc in the domain of coherent spin shuttling for scaling semiconductor qubits,P,DE
2455,countRef,openDate,employer,employerType,jobTitle,type,countries
2456,001229,20210722,Microsoft,O,Optical Researcher or Engineer,A,GB
2457,countRef,openDate,employer,employerType,jobTitle,type,countries
2458,001230,20211224,Riverlane,O,HPC/EDA Support Engineer,A,GB
2459,countRef,openDate,employer,employerType,jobTitle,type,countries
2460,001231,20211106,BASF,O,Postdoc Data Integration for Materials Simulation and Catalysis (m/f/d),P,DE
2461,countRef,openDate,employer,employerType,jobTitle,type,countries
2462,001232,20210921,University of Edinburgh,U,Research Associate,A,GB
2463,countRef,openDate,employer,employerType,jobTitle,type,countries
2464,001233,20220131,Queens University Belfast,U,Research Fellow,A,GB
2465,countRef,openDate,employer,employerType,jobTitle,type,countries
2466,001234,20220409,Quantum Detectors,O,Research & Development Engineer,A,GB
2467,countRef,openDate,employer,employerType,jobTitle,type,countries
2468,001235,20220414,IC Resources,O,Senior FPGA Engineer,A,GB
2469,countRef,openDate,employer,employerType,jobTitle,type,countries
2470,001236,20201010,Quantum Motion Technology,O,Fault Tolerant Quantum Computer Architects,A,GB
2471,countRef,openDate,employer,employerType,jobTitle,type,countries
2472,001237,20220412,Cambridge Quantum Computing,O,"Midmarket Sales Executive, Quantum Software",A,GB
2473,countRef,openDate,employer,employerType,jobTitle,type,countries
2474,001238,20220713,University of Birmingham,U,Research Fellow in Computational Quantum Materials Research - School of Chemistry - 99146,A,GB
2475,countRef,openDate,employer,employerType,jobTitle,type,countries
2476,001239,20220113,University of Southampton,U,Research Fellow in Hybrid Quantum/Classical Communications,A,GB
2477,countRef,openDate,employer,employerType,jobTitle,type,countries
2478,001240,20211127,Fraunhofer-Institut fr Arbeitswirtschaft und Organisation IAO,O,Project management for quantum computing with a focus on software engineering and machine learning,A,DE
2479,countRef,openDate,employer,employerType,jobTitle,type,countries
2480,001241,20210827,Max Planck Institute for Physics,O,Postdoc Position (f/m/d),P,DE
2481,countRef,openDate,employer,employerType,jobTitle,type,countries
2482,001242,20220525,University of Copenhagen,U,"PhD fellowships in the operation of spin qubit processors at the Niels Bohr Institute, Center for Quantum Devices",A,DK
2483,countRef,openDate,employer,employerType,jobTitle,type,countries
2484,001243,20220116,escrypt,O,Working Student Applied Post-Quantum Cryptography (m/f/d),P,DE
2485,countRef,openDate,employer,employerType,jobTitle,type,countries
2486,001244,20210917,Imperial College London,U,Research Associate in Quantum Imaging,A,GB
2487,countRef,openDate,employer,employerType,jobTitle,type,countries
2488,001245,20220612,IBM,O,IBM Quantum Cloud DevOps Engineer,A,GB
2489,countRef,openDate,employer,employerType,jobTitle,type,countries
2490,001246,20211111,ECM Selection,O,Senior Software Engineer,A,GB
2491,countRef,openDate,employer,employerType,jobTitle,type,countries
2492,001247,20210422,Science and Technology Facilities Council (STFC),O,Quality Officer,A,GB
2493,countRef,openDate,employer,employerType,jobTitle,type,countries
2494,001248,20220131,Toshiba,O,Firmware Engineer,A,GB
2495,countRef,openDate,employer,employerType,jobTitle,type,countries
2496,001249,20210629,Johannes Gutenberg-Universitt Mainz,U,research assistant product assurance / quality assurance (f/m/d),A,DE
2497,countRef,openDate,employer,employerType,jobTitle,type,countries
2498,001250,20220930,Fraunhofer-Gesellschaft (Fraunhofer Society),O,PhD QUANTUM IMAGE PROCESSING,A,DE
2499,countRef,openDate,employer,employerType,jobTitle,type,countries
2500,001251,20220121,BT,O,Quantum Optics,A,GB
2501,countRef,openDate,employer,employerType,jobTitle,type,countries
2502,001252,20220410,Universal Quantum,O,Electronics Engineer,A,GB
2503,countRef,openDate,employer,employerType,jobTitle,type,countries
2504,001253,20220623,Imperial College London,U,Research Associate in Quantum Information,A,GB
2505,countRef,openDate,employer,employerType,jobTitle,type,countries
2506,001254,20220809,Universitat Hamburg,U,Research Associate for the Project Cluster of Excellence Quantum Universe Interferometry for test mass readout with sub-femtometer level precision,A,DE
2507,countRef,openDate,employer,employerType,jobTitle,type,countries
2508,001255,20211023,Cambridge Quantum Computing,O,Senior Software Developer,A,GB
2509,countRef,openDate,employer,employerType,jobTitle,type,countries
2510,001256,20210317,Technical University of Braunschweig,U,Postdoc (m / f / d) in the field of quantum technology,P,DE
2511,countRef,openDate,employer,employerType,jobTitle,type,countries
2512,001257,20210213,Nu Quantum,O,Scientist - Semiconductor devices R&D,A,GB
2513,countRef,openDate,employer,employerType,jobTitle,type,countries
2514,001258,20220809,Jenoptik AG,O,Working Student Innovation Management,A,DE
2515,countRef,openDate,employer,employerType,jobTitle,type,countries
2516,001259,20211120,Quantistry GmbH,O,Developer for Quantum Algorithms (m/f/d),A,DE
2517,countRef,openDate,employer,employerType,jobTitle,type,countries
2518,001260,20210311,JP Morgan Chase,O,Research Engineer,A,GB
2519,countRef,openDate,employer,employerType,jobTitle,type,countries
2520,001261,20210608,University of Southampton,U,Research Fellow in Polaritonics,A,GB
2521,countRef,openDate,employer,employerType,jobTitle,type,countries
2522,001262,20210618,Quantum Detectors,O,Technician,A,GB
2523,countRef,openDate,employer,employerType,jobTitle,type,countries
2524,001263,20220810,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Speculative application for the department Emerging Technologies (IOF-2022-52),A,DE
2525,countRef,openDate,employer,employerType,jobTitle,type,countries
2526,001264,20210621,Queens University Belfast,U,Research Fellow - high-field quantum electro-dynamics,A,GB
2527,countRef,openDate,employer,employerType,jobTitle,type,countries
2528,001265,20220319,Nu Quantum,O,Senior Lab Technician,A,GB
2529,countRef,openDate,employer,employerType,jobTitle,type,countries
2530,001266,20211026,Imperial College London,U,Research Associate in Optimal control of trapped ions,A,GB
2531,countRef,openDate,employer,employerType,jobTitle,type,countries
2532,001267,20220310,ANGOKA,O,Senior Embedded Software Engineer,A,GB
2533,countRef,openDate,employer,employerType,jobTitle,type,countries
2534,001268,20220806,Quantinuum,O,IT Support Manager,A,GB
2535,countRef,openDate,employer,employerType,jobTitle,type,countries
2536,001269,20210903,Leibniz Universitat Hanover,U,Research assistant (m / f / d) in the field of quantum technologies with a focus on topological quantum computing,A,DE
2537,countRef,openDate,employer,employerType,jobTitle,type,countries
2538,001270,20220511,Quantum Machines,O,Senior Full Stack Developer,A,DE
2539,countRef,openDate,employer,employerType,jobTitle,type,countries
2540,001271,20220101,Oxford Quantum Circuits,O,Business Development Specialist,A,GB
2541,countRef,openDate,employer,employerType,jobTitle,type,countries
2542,001272,20210311,kiutra GmbH,O,Sales Assistant,A,DE
2543,countRef,openDate,employer,employerType,jobTitle,type,countries
2544,001273,20221111,Dresden University of Technology,U,Research Associate (m/f/x),A,DE
2545,countRef,openDate,employer,employerType,jobTitle,type,countries
2546,001274,20210805,Berlin Institute of Technology (Technische Universitat Berlin),U,Knowledge Employee (d / m / f),A,DE
2547,countRef,openDate,employer,employerType,jobTitle,type,countries
2548,001275,20220601,Heriot Watt University,U,Research Associate in Quantum Communications,A,GB
2549,countRef,openDate,employer,employerType,jobTitle,type,countries
2550,001276,20220629,Quantum Valley Lower Saxony (QVLS),O,Managing Director (m/f/d),A,DE
2551,countRef,openDate,employer,employerType,jobTitle,type,countries
2552,001277,20220226,University of Birmingham,U,Research Fellow in Computational Quantum Materials Research - School of Chemistry - 99146,A,GB
2553,countRef,openDate,employer,employerType,jobTitle,type,countries
2554,001278,20210904,Oxford Quantum Circuits,O,Finance Assistant,A,GB
2555,countRef,openDate,employer,employerType,jobTitle,type,countries
2556,001279,20211120,Quantistry GmbH,O,(Senior) Business Development Manager (m/f/d),A,DE
2557,countRef,openDate,employer,employerType,jobTitle,type,countries
2558,001280,20220930,Fraunhofer-Gesellschaft (Fraunhofer Society),O,BT/MT: Quantum computing - potential applications for the manufacturing industry,A,DE
2559,countRef,openDate,employer,employerType,jobTitle,type,countries
2560,001281,20220615,University of Copenhagen,U,Postdoc of Quantum Optomechanics,P,DK
2561,countRef,openDate,employer,employerType,jobTitle,type,countries
2562,001282,20220710,Amazing Prospects Ltd,O,Quantum Computing Software Engineer,A,GB
2563,countRef,openDate,employer,employerType,jobTitle,type,countries
2564,001283,20210422,Infleqtion / ColdQuanta,O,AMO Physicist,A,GB
2565,countRef,openDate,employer,employerType,jobTitle,type,countries
2566,001284,20220211,Durham University,U,Postdoctoral Research Associate in Quantum Algorithms for Fluid Simulations,P,GB
2567,countRef,openDate,employer,employerType,jobTitle,type,countries
2568,001285,20201010,ORCA Computing,O,Quantum Optics Physicist,A,GB
2569,countRef,openDate,employer,employerType,jobTitle,type,countries
2570,001286,20220216,Deutsches Elektronen-Synchrotron (DESY),O,Research Associate (f/m/d) Quantum Computing,A,DE
2571,countRef,openDate,employer,employerType,jobTitle,type,countries
2572,001287,20220305,Oxford Ionics,O,Photonics Development Engineer,A,GB
2573,countRef,openDate,employer,employerType,jobTitle,type,countries
2574,001288,20220506,Exscientia,O,"Summer Intern - Quantum Mechanics (QM) (Oxford, hybrid or remote)",I,GB
2575,countRef,openDate,employer,employerType,jobTitle,type,countries
2576,001289,20210706,University of Bristol,U,Research Associate / Senior Research Associate in QET Labs,A,GB
2577,countRef,openDate,employer,employerType,jobTitle,type,countries
2578,001290,20210508,Emerson,O,Manager Technology R&D,A,GB
2579,countRef,openDate,employer,employerType,jobTitle,type,countries
2580,001291,20220315,Adva Optical Networking,O,Senior Engineer Advanced Technology (M/F/D),A,DE
2581,countRef,openDate,employer,employerType,jobTitle,type,countries
2582,001292,20220412,Cambridge Quantum Computing,O,"Enterprise Sales Executive, Quantum Software",A,DE
2583,countRef,openDate,employer,employerType,jobTitle,type,countries
2584,001293,20220203,Riverlane,O,Digital Design Engineer,A,GB
2585,countRef,openDate,employer,employerType,jobTitle,type,countries
2586,001294,20211018,Rolls-Royce,O,Quantum Computational Science Specialist,A,GB
2587,countRef,openDate,employer,employerType,jobTitle,type,countries
2588,001295,20221207,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Researcher / Doctoral candidate in the field of Data Protection & IT Security,P,DE
2589,countRef,openDate,employer,employerType,jobTitle,type,countries
2590,001296,20210625,Cambridge Quantum Computing,O,Quantum Algorithms and Machine Learning Scientist,A,GB
2591,countRef,openDate,employer,employerType,jobTitle,type,countries
2592,001297,20220807,Quantinuum,O,Technical Project Manager - Quantum Machine Learning,A,GB
2593,countRef,openDate,employer,employerType,jobTitle,type,countries
2594,001298,20210830,Heriot Watt University,U,Research Associate/ Assistant in NanoSat engineering model comprising optoelectronic components,A,GB
2595,countRef,openDate,employer,employerType,jobTitle,type,countries
2596,001299,20210603,University of Bristol,U,Senior Lecture/Associate Professor in Quantum Communication Technologies,F,GB
2597,countRef,openDate,employer,employerType,jobTitle,type,countries
2598,001300,20220509,Riverlane,O,HR Admin Assistant,A,GB
2599,countRef,openDate,employer,employerType,jobTitle,type,countries
2600,001301,20220923,Universitat Hamburg,U,Research Associate for the project Cluster of Excellence Quantum Universe Platform for Innovation in Detector science,A,DE
2601,countRef,openDate,employer,employerType,jobTitle,type,countries
2602,001302,20211209,King's College London,U,Research Associate,A,GB
2603,countRef,openDate,employer,employerType,jobTitle,type,countries
2604,001303,20211113,kiutra GmbH,O,Software Developer (m/f/x),A,DE
2605,countRef,openDate,employer,employerType,jobTitle,type,countries
2606,001304,20220217,QAR-Lab – Quantum Applications and Research Laboratory,O,Research assistant (m/f/d) with a focus on quantum computing optimization problems,A,DE
2607,countRef,openDate,employer,employerType,jobTitle,type,countries
2608,001305,20220624,Cambridge Quantum Computing,O,"Research Scientist, Quantum Error Correction",A,GB
2609,countRef,openDate,employer,employerType,jobTitle,type,countries
2610,001306,20210805,IC Resources,O,Quantum Engineer,A,GB
2611,countRef,openDate,employer,employerType,jobTitle,type,countries
2612,001307,20220124,IBM,O,R&D Development Engineer Processor Logic Designer (m/f/x),A,DE
2613,countRef,openDate,employer,employerType,jobTitle,type,countries
2614,001308,20220116,Council Of Scientific And Industrial Research–National Physical Laboratory (CSIR–NPL),O,Strategic Business Development Manager,A,GB
