,code,context,work_context
1840,25-4022.00,41,"Spend Time Using Your Hands to Handle, Control, or Feel Objects, Tools, or Controls — How much does this job require using your hands to handle, control, or feel objects, tools or controls?"
1841,25-4022.00,36,Level of Competition — To what extent does this job require the worker to compete or to be aware of competitive pressures?
1842,25-4022.00,34,Responsible for Others' Health and Safety — How much responsibility is there for the health and safety of others in this job?
1843,25-4022.00,34,Spend Time Walking and Running — How much does this job require walking and running?
1844,25-4022.00,30,"Exposed to Contaminants — How often does this job require working exposed to contaminants (such as pollutants, gases, dust or odors)?"
1845,25-4022.00,28,Consequence of Error — How serious would the result usually be if the worker made a mistake that was not readily correctable?
1846,25-4022.00,27,Degree of Automation — How automated is the job?
1847,25-4022.00,25,Spend Time Bending or Twisting the Body — How much does this job require bending or twisting your body?
1848,25-4022.00,24,"Spend Time Kneeling, Crouching, Stooping, or Crawling — How much does this job require kneeling, crouching, stooping or crawling?"
1849,25-4022.00,23,"Indoors, Not Environmentally Controlled — How often does this job require working indoors in non-controlled environmental conditions (e.g., warehouse without heat)?"
1850,25-4022.00,20,"Cramped Work Space, Awkward Positions — How often does this job require working in cramped work spaces that requires getting into awkward positions?"
1851,25-4022.00,20,Very Hot or Cold Temperatures — How often does this job require working in very hot (above 90 F degrees) or very cold (below 32 F degrees) temperatures?
1852,25-4022.00,18,"In an Enclosed Vehicle or Equipment — How often does this job require working in a closed vehicle or equipment (e.g., car)?"
1853,25-4022.00,17,Exposed to Disease or Infections — How often does this job require exposure to disease/infections?
1854,25-4022.00,14,Deal With Physically Aggressive People — How frequently does this job require the worker to deal with physical aggression of violent individuals?
1855,25-4022.00,12,Exposed to Hazardous Equipment — How often does this job require exposure to hazardous equipment?
1856,25-4022.00,12,Extremely Bright or Inadequate Lighting — How often does this job require working in extremely bright or inadequate lighting conditions?
1857,25-4022.00,12,"Outdoors, Exposed to Weather — How often does this job require working outdoors, exposed to all weather conditions?"
1858,25-4022.00,11,Exposed to High Places — How often does this job require exposure to high places?
1859,25-4022.00,11,"Exposed to Minor Burns, Cuts, Bites, or Stings — How often does this job require exposure to minor burns, cuts, bites, or stings?"
1860,25-4022.00,10,"Outdoors, Under Cover — How often does this job require working outdoors, under cover (e.g., structure with roof but no walls)?"
1861,25-4022.00,10,"Spend Time Climbing Ladders, Scaffolds, or Poles — How much does this job require climbing ladders, scaffolds, or poles?"
1862,25-4022.00,10,"Wear Common Protective or Safety Equipment such as Safety Shoes, Glasses, Gloves, Hearing Protection, Hard Hats, or Life Jackets — How much does this job require wearing common protective or safety equipment such as safety shoes, glasses, gloves, hard hats or life jackets?"
1863,25-4022.00,7,Spend Time Keeping or Regaining Balance — How much does this job require keeping or regaining your balance?
1864,25-4022.00,6,Pace Determined by Speed of Equipment — How important is it to this job that the pace is determined by the speed of equipment or machinery? (This does not refer to keeping busy at all times on this job.)
1865,25-4022.00,5,"In an Open Vehicle or Equipment — How often does this job require working in an open vehicle or equipment (e.g., tractor)?"
1866,25-4022.00,2,Exposed to Hazardous Conditions — How often does this job require exposure to hazardous conditions?
1867,25-4022.00,1,"Wear Specialized Protective or Safety Equipment such as Breathing Apparatus, Safety Harness, Full Protection Suits, or Radiation Protection — How much does this job require wearing specialized protective or safety equipment such as breathing apparatus, safety harness, full protection suits, or radiation protection?"
1868,25-4022.00,0,Exposed to Radiation — How often does this job require exposure to radiation?
1869,25-4022.00,0,"Exposed to Whole Body Vibration — How often does this job require exposure to whole body vibration (e.g., operate a jackhammer)?"
1870,17-2121.00,93,Electronic Mail — How often do you use electronic mail in this job?
1871,17-2121.00,93,Face-to-Face Discussions — How often do you have to have face-to-face discussions with individuals or teams in this job?
1872,17-2121.00,93,Telephone — How often do you have telephone conversations in this job?
1873,17-2121.00,86,Importance of Being Exact or Accurate — How important is being very exact or highly accurate in performing this job?
1874,17-2121.00,84,Work With Work Group or Team — How important is it to work with others in a group or team in this job?
1875,17-2121.00,78,"Freedom to Make Decisions — How much decision making freedom, without supervision, does the job offer?"
1876,17-2121.00,78,Impact of Decisions on Co-workers or Company Results — What results do your decisions usually have on other people or the image or reputation or financial resources of your employer?
1877,17-2121.00,77,"Contact With Others — How much does this job require the worker to be in contact with others (face-to-face, by telephone, or otherwise) in order to perform it?"
1878,17-2121.00,75,"Structured versus Unstructured Work — To what extent is this job structured for the worker, rather than allowing the worker to determine tasks, priorities, and goals?"
1879,17-2121.00,72,Time Pressure — How often does this job require the worker to meet strict deadlines?
1880,17-2121.00,70,Coordinate or Lead Others — How important is it to coordinate or lead others in accomplishing work activities in this job?
1881,17-2121.00,70,"Indoors, Environmentally Controlled — How often does this job require working indoors in environmentally controlled conditions?"
