,code,imortance,work_style
6832,17-2112.00,90,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
6833,17-2112.00,86,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
6834,17-2112.00,83,Integrity — Job requires being honest and ethical.
6835,17-2112.00,82,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
6836,17-2112.00,82,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
6837,17-2112.00,81,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
6838,17-2112.00,81,Persistence — Job requires persistence in the face of obstacles.
6839,17-2112.00,80,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
6840,17-2112.00,80,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
6841,17-2112.00,80,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
6842,17-2112.00,79,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
6843,17-2112.00,78,Initiative — Job requires a willingness to take on responsibilities and challenges.
6844,17-2112.00,75,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
6845,17-2112.00,74,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
6846,17-2112.00,65,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
6847,17-2112.00,52,"Social Orientation — Job requires preferring to work with others rather than alone, and being personally connected with others on the job."
6848,49-9041.00,85,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
6849,49-9041.00,83,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
6850,49-9041.00,82,Initiative — Job requires a willingness to take on responsibilities and challenges.
6851,49-9041.00,78,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
6852,49-9041.00,77,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
6853,49-9041.00,77,Integrity — Job requires being honest and ethical.
6854,49-9041.00,77,Persistence — Job requires persistence in the face of obstacles.
6855,49-9041.00,76,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
6856,49-9041.00,74,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
6857,49-9041.00,73,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
6858,49-9041.00,72,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
6859,49-9041.00,71,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
6860,49-9041.00,70,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
6861,49-9041.00,66,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
6862,49-9041.00,63,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
6863,49-9041.00,49,"Social Orientation — Job requires preferring to work with others rather than alone, and being personally connected with others on the job."
6864,11-3051.00,93,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
6865,11-3051.00,87,Integrity — Job requires being honest and ethical.
6866,11-3051.00,87,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
6867,11-3051.00,86,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
6868,11-3051.00,84,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
6869,11-3051.00,83,Initiative — Job requires a willingness to take on responsibilities and challenges.
6870,11-3051.00,82,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
6871,11-3051.00,82,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
6872,11-3051.00,81,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
6873,11-3051.00,80,Persistence — Job requires persistence in the face of obstacles.
