,code,importance,skill
15189,15-1299.09,0,Repairing — Repairing machines or systems using the needed tools.
15190,51-9061.00,69,"Quality Control Analysis — Conducting tests and inspections of products, services, or processes to evaluate quality or performance."
15191,51-9061.00,56,"Critical Thinking — Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems."
15192,51-9061.00,56,Writing — Communicating effectively in writing as appropriate for the needs of the audience.
15193,51-9061.00,53,"Active Listening — Giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times."
15194,51-9061.00,53,Judgment and Decision Making — Considering the relative costs and benefits of potential actions to choose the most appropriate one.
15195,51-9061.00,53,Reading Comprehension — Understanding written sentences and paragraphs in work-related documents.
15196,51-9061.00,53,Speaking — Talking to others to convey information effectively.
15197,51-9061.00,50,"Monitoring — Monitoring/Assessing performance of yourself, other individuals, or organizations to make improvements or take corrective action."
15198,51-9061.00,50,"Operations Monitoring — Watching gauges, dials, or other indicators to make sure a machine is working properly."
15199,51-9061.00,50,Time Management — Managing one's own time and the time of others.
15200,51-9061.00,47,Complex Problem Solving — Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.
15201,51-9061.00,47,Coordination — Adjusting actions in relation to others' actions.
15202,51-9061.00,47,Operation and Control — Controlling operations of equipment or systems.
15203,51-9061.00,47,Social Perceptiveness — Being aware of others' reactions and understanding why they react as they do.
15204,51-9061.00,41,Mathematics — Using mathematics to solve problems.
15205,51-9061.00,35,Active Learning — Understanding the implications of new information for both current and future problem-solving and decision-making.
15206,51-9061.00,35,Service Orientation — Actively looking for ways to help people.
15207,51-9061.00,31,Persuasion — Persuading others to change their minds or behavior.
15208,51-9061.00,31,Troubleshooting — Determining causes of operating errors and deciding what to do about it.
15209,51-9061.00,28,"Management of Personnel Resources — Motivating, developing, and directing people as they work, identifying the best people for the job."
15210,51-9061.00,28,Negotiation — Bringing others together and trying to reconcile differences.
15211,51-9061.00,28,"Systems Analysis — Determining how a system should work and how changes in conditions, operations, and the environment will affect outcomes."
15212,51-9061.00,28,"Systems Evaluation — Identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system."
15213,51-9061.00,25,Equipment Selection — Determining the kind of tools and equipment needed to do a job.
15214,51-9061.00,25,Instructing — Teaching others how to do something.
15215,51-9061.00,25,Learning Strategies — Selecting and using training/instructional methods and procedures appropriate for the situation when learning or teaching new things.
15216,51-9061.00,25,Operations Analysis — Analyzing needs and product requirements to create a design.
15217,51-9061.00,22,"Management of Material Resources — Obtaining and seeing to the appropriate use of equipment, facilities, and materials needed to do certain work."
15218,51-9061.00,19,Equipment Maintenance — Performing routine maintenance on equipment and determining when and what kind of maintenance is needed.
15219,51-9061.00,19,"Management of Financial Resources — Determining how money will be spent to get the work done, and accounting for these expenditures."
15220,51-9061.00,16,Repairing — Repairing machines or systems using the needed tools.
15221,51-9061.00,16,Science — Using scientific rules and methods to solve problems.
15222,51-9061.00,16,Technology Design — Generating or adapting equipment and technology to serve user needs.
15223,51-9061.00,13,Programming — Writing computer programs for various purposes.
15224,51-9061.00,0,"Installation — Installing equipment, machines, wiring, or programs to meet specifications."
15225,25-9031.00,81,Learning Strategies — Selecting and using training/instructional methods and procedures appropriate for the situation when learning or teaching new things.
15226,25-9031.00,78,Instructing — Teaching others how to do something.
