,code,importance,category,task
10391,11-2021.00,60,Supplemental,Consult with buying personnel to gain advice regarding the types of products or services expected to be in demand.
10392,11-2021.00,60,Supplemental,Consult with buying personnel to gain advice regarding environmentally sound or sustainable products.
10393,11-2021.00,54,Supplemental,Conduct economic or commercial surveys to identify potential markets for products or services.
10394,11-2021.00,53,Supplemental,"Recommend modifications to products, packaging, production processes, or other characteristics to improve the environmental soundness or sustainability of products."
10395,11-2021.00,52,Supplemental,"Advise business or other groups on local, national, or international factors affecting the buying or selling of products or services."
10396,11-2021.00,43,Supplemental,Select products or accessories to be displayed at trade or special production shows.
10397,11-2021.00,42,Supplemental,Develop business cases for environmental marketing strategies.
10398,11-2021.00,40,Supplemental,"Integrate environmental information into product or company marketing strategies, policies, or activities."
10399,21-1013.00,94,Core,Encourage individuals and family members to develop and use skills and strategies for confronting their problems in a constructive manner.
10400,21-1013.00,94,Core,Ask questions that will help clients identify their feelings and behaviors.
10401,21-1013.00,91,Core,"Develop and implement individualized treatment plans addressing family relationship problems, destructive patterns of behavior, and other personal issues."
10402,21-1013.00,90,Core,"Maintain case files that include activities, progress notes, evaluations, and recommendations."
10403,21-1013.00,88,Core,"Counsel clients on concerns, such as unsatisfactory relationships, divorce and separation, child rearing, home management, or financial difficulties."
10404,21-1013.00,88,Core,"Collect information about clients, using techniques such as testing, interviewing, discussion, or observation."
10405,21-1013.00,76,Core,Confer with clients to develop plans for posttreatment activities.
10406,21-1013.00,75,Core,"Confer with other counselors, doctors, and professionals to analyze individual cases and to coordinate counseling services."
10407,21-1013.00,74,Core,"Determine whether clients should be counseled or referred to other specialists in such fields as medicine, psychiatry, or legal aid."
10408,21-1013.00,59,Core,"Provide instructions to clients on how to obtain help with legal, financial, and other personal issues."
10409,21-1013.00,59,Core,"Provide public education and consultation to other professionals or groups regarding counseling services, issues, and methods."
10410,21-1013.00,63,Supplemental,Follow up on results of counseling programs and clients' adjustments to determine effectiveness of programs.
10411,21-1013.00,61,Supplemental,"Supervise other counselors, social service staff, and assistants."
10412,21-1013.00,57,Supplemental,"Gather information from doctors, schools, social workers, juvenile counselors, law enforcement personnel, and others to make recommendations to courts for resolution of child custody or visitation disputes."
10413,21-1013.00,55,Supplemental,"Write evaluations of parents and children for use by courts deciding divorce and custody cases, testifying in court if necessary."
10414,21-1013.00,49,Supplemental,Provide family counseling and treatment services to inmates participating in substance abuse programs.
10415,31-9011.00,95,Core,Confer with clients about their medical histories and problems with stress or pain to determine how massage will be most helpful.
10416,31-9011.00,91,Core,"Massage and knead muscles and soft tissues of the body to provide treatment for medical conditions, injuries, or wellness maintenance."
10417,31-9011.00,88,Core,Maintain massage areas by restocking supplies or sanitizing equipment.
10418,31-9011.00,86,Core,Apply finger and hand pressure to specific points of the body.
10419,31-9011.00,85,Core,Develop and propose client treatment plans that specify which types of massage are to be used.
10420,31-9011.00,81,Core,Maintain treatment records.
10421,31-9011.00,81,Core,"Assess clients' soft tissue condition, joint quality and function, muscle strength, and range of motion."
10422,31-9011.00,79,Core,"Provide clients with guidance and information about techniques for postural improvement and stretching, strengthening, relaxation, and rehabilitative exercises."
10423,31-9011.00,76,Core,Treat clients in professional settings or travel to clients' offices and homes.
10424,31-9011.00,66,Core,Refer clients to other types of therapists when necessary.
10425,31-9011.00,57,Core,Prepare and blend oils and apply the blends to clients' skin.
10426,31-9011.00,56,Core,"Consult with other health care professionals, such as physiotherapists, chiropractors, physicians, and psychologists, to develop treatment plans for clients."
10427,31-9011.00,55,Core,Perform other adjunctive therapies or treatment techniques in addition to massage.
10428,31-9011.00,43,Supplemental,"Use complementary aids, such as infrared lamps, wet compresses, ice, and whirlpool baths to promote clients' recovery, relaxation, and well-being."
10429,17-2131.00,83,Core,Analyze product failure data and laboratory test results to determine causes of problems and develop solutions.
10430,17-2131.00,80,Core,Design and direct the testing or control of processing procedures.
10431,17-2131.00,79,Core,Monitor material performance and evaluate material deterioration.
10432,17-2131.00,78,Core,Conduct or supervise tests on raw materials or finished products to ensure their quality.
10433,17-2131.00,78,Core,Evaluate technical specifications and economic factors relating to process or product design objectives.
10434,17-2131.00,77,Core,"Modify properties of metal alloys, using thermal and mechanical treatments."
10435,17-2131.00,76,Core,Determine appropriate methods for fabricating and joining materials.
10436,17-2131.00,76,Core,Guide technical staff in developing materials for specific uses in projected products or devices.
10437,17-2131.00,74,Core,"Review new product plans and make recommendations for material selection, based on design objectives, such as strength, weight, heat resistance, electrical conductivity, and cost."
10438,17-2131.00,73,Core,"Supervise the work of technologists, technicians, and other engineers and scientists."
10439,17-2131.00,72,Core,"Plan and implement laboratory operations to develop material and fabrication procedures that meet cost, product specification, and performance standards."
10440,17-2131.00,70,Core,"Plan and evaluate new projects, consulting with other engineers and corporate executives as necessary."
10441,17-2131.00,69,Core,"Supervise production and testing processes in industrial settings, such as metal refining facilities, smelting or foundry operations, or nonmetallic materials production operations."
10442,17-2131.00,66,Core,"Solve problems in a number of engineering fields, such as mechanical, chemical, electrical, civil, nuclear, and aerospace."
10443,17-2131.00,64,Core,"Conduct training sessions on new material products, applications, or manufacturing methods for customers and their employees."
10444,17-2131.00,61,Core,"Perform managerial functions, such as preparing proposals and budgets, analyzing labor costs, and writing reports."
10445,17-2131.00,59,Core,Present technical information at conferences.
10446,17-2131.00,56,Core,Replicate the characteristics of materials and their components with computers.
10447,17-2131.00,55,Core,Design processing plants and equipment.
10448,17-2131.00,54,Core,"Write for technical magazines, journals, and trade association publications."
10449,17-2131.00,61,Supplemental,Teach in colleges and universities.
10450,19-2032.00,87,Core,"Conduct research on the structures and properties of materials, such as metals, alloys, polymers, and ceramics, to obtain information that could be used to develop new products or enhance existing ones."
