,Unnamed: 0,title,company,location,description,date_posted,link
374,374,adjunct in a group of research workers,AGH University of Science and Technology,Poland,"LOCATION Poland › Cracow TYPE OF CONTRACT Temporary JOB STATUS Full-time HOURS PER WEEK 40 OFFER STARTING DATE 01/01/2023 OFFER DESCRIPTION PhD in physics or a related field, scientific achievements",about 11 hours ago,https://scholarshipdb.net/jobs-in-Poland/Adjunct-In-A-Group-Of-Research-Workers-Agh-University-Of-Science-And-Technology=KTan_IZg7RGUYQAlkGUTnw.html
375,375,Senior Research Fellow (Low temperature scanning tunneling spectroscopy),Nanyang Technological University,Singapore,", Germany), with UHV-MBE for crystal growth, and a dilution cryostat for transport spectroscopy measurement of quantum materials. Facilities and protocols for material growth, device nanofabrication are in",9 days ago,https://scholarshipdb.net/jobs-in-Singapore/Senior-Research-Fellow-Low-Temperature-Scanning-Tunneling-Spectroscopy-Nanyang-Technological-University=32a9pEJc7RGUYQAlkGUTnw.html
381,381,Join us – and share knowledge: The Department of Physics seeks five PhD students,Chalmers University of Technology,Sweden,"no. 20220571 2. PhD student position in theory of dynamics in quantum materials, ref no. 20220575 3. PhD student position in fusion plasma physics, ref no. 20220576 4. PhD student position - Physics and",3 days ago,https://scholarshipdb.net/scholarships-in-Sweden/Join-Us-And-Share-Knowledge-The-Department-Of-Physics-Seeks-Five-Ph-D-Students-Chalmers-University-Of-Technology=yaBs4N9W7RGUYQAlkGUTnw.html
382,382,PhD Programme in Mathematical Sciences PhD Programme in Mathematical Sciences,University of Göttingen •,Germany,Degree Dr rer nat/PhD Teaching language English Languages English Programme duration 6 semesters Beginning Only for doctoral programmes: any time Application deadline Applications may be submitted,"Gottingen, Niedersachsen",https://scholarshipdb.net/scholarships-in-Germany/Ph-D-Programme-In-Mathematical-Sciences-Ph-D-Programme-In-Mathematical-Sciences-University-Of-G-ttingen=ao1oSK9j7RGUYQAlkGUTnw.html
383,383,Postdoctoral Fellow in Physics: Multicomponent Real-Time TDDFT with Applications to Water,Stockholm University,Sweden,"quantum, non-Born-Oppenheimer large-scale simulations of water including also the nuclear spin-coupling between the protons in the molecules. The project is funded through an ERC Advanced Grant (GAS-WAT",about 11 hours ago,https://scholarshipdb.net/jobs-in-Sweden/Postdoctoral-Fellow-In-Physics-Multicomponent-Real-Time-Tddft-With-Applications-To-Water-Stockholm-University=QpQ7Ap9l7RGUYQAlkGUTnw.html
384,384,"Tenure-track Assistant Professor, Computer Science >>>",Tulane University,United States,"limited to, databases, visualization, and Human-Computer Interaction (HCI). Outstanding candidates from other areas will be considered as well, for example in quantum computing or programming languages",about 4 hours ago,https://scholarshipdb.net/jobs-in-United-States/Tenure-Track-Assistant-Professor-Computer-Science-Gt-Gt-Gt-Tulane-University=Z43ADWRi7RGUYQAlkGUTnw.html
385,385,R&D Associate - Autonomous Synthesis of Nanomaterials,Oak Ridge National Laboratory,United States,"understanding of growth mechanisms and processing-property relationships in materials relevant for microelectronics, quantum information, and opto-electronic applications Present and report research results and","New Orleans, Louisiana",https://scholarshipdb.net/jobs-in-United-States/R-D-Associate-Autonomous-Synthesis-Of-Nanomaterials-Oak-Ridge-National-Laboratory=4n4pnQRm7RGUYQAlkGUTnw.html
386,386,"Staff Scientist, Cleanroom",Yale University,United States,"to the University Cleanroom Director, the Staff Scientist will engage directly with the Yale research community to support cutting-edge research such as quantum science, nonlinear optics, photonics, and biomedical",about 23 hours ago,https://scholarshipdb.net/jobs-in-United-States/Staff-Scientist-Cleanroom-Yale-University=_esbb9Rh7RGUYQAlkGUTnw.html
387,387,PhD Research Fellow in Machine Learning for Privacy and Security,University of Oslo,Norway,15th November 2022 Languages English English English PhD Research Fellow in Machine Learning for Privacy and Security Apply for this job See advertisement About the position Position as PhD Research,"Oak Ridge, Tennessee",https://scholarshipdb.net/jobs-in-Norway/Ph-D-Research-Fellow-In-Machine-Learning-For-Privacy-And-Security-University-Of-Oslo=vheUDcxj7RGUYQAlkGUTnw.html
388,388,PhD studentship - Development of Biophotovoltaic Prototypes for Architectural Integration,Newcastle University,United Kingdom,"PhD studentship - Development of Biophotovoltaic Prototypes for Architectural Integration Award Summary The funded PhD studentship covers home tuition fee rates and an annual stipend of £17,668",about 16 hours ago,https://scholarshipdb.net/scholarships-in-United-Kingdom/Ph-D-Studentship-Development-Of-Biophotovoltaic-Prototypes-For-Architectural-Integration-Newcastle-University=t8j5oOhk7RGUYQAlkGUTnw.html
389,389,Post-Doct Research Assoc,University of Tennessee,United States,temperature high-field transport measurements that probe exotic collective excitations of various emergent quantum states in interface-engineered materials and devices. The successful applicant will also gain,"New Haven, Connecticut",https://scholarshipdb.net/jobs-in-United-States/Post-Doct-Research-Assoc-University-Of-Tennessee=ZikJi5Fg7RGUYQAlkGUTnw.html
390,390,Assistant Professor in Theoretical Physics,Binghamton University,United States,"department at Binghamton University invites outstanding applicants for a tenure track position at the Assistant Professor level in theoretical physics with a research effort in quantum information theory, hard",about 13 hours ago,https://scholarshipdb.net/jobs-in-United-States/Assistant-Professor-In-Theoretical-Physics-Binghamton-University=v9_XN6hi7RGUYQAlkGUTnw.html
398,398,Assistant/Associate Professor of Mathematical Physics,Radboud University,Netherlands,"relativity. This position will expand our young initiative in mathematical relativity, which is part of the Mathematical Physics research group. This group has traditionally specialised in quantum (field",about 10 hours ago,https://scholarshipdb.net/jobs-in-Netherlands/Assistant-Associate-Professor-Of-Mathematical-Physics-Radboud-University=voHmLQdj7RGUYQAlkGUTnw.html
399,399,"Research Fellow, Web and Internet Science",UNIVERSITY OF SOUTHAMPTON,United Kingdom,"have a PhD degree or equivalent professional qualifications and experience to further sharpen your fundamental skills in machine learning. Ranging from traditional to quantum computing, this project","Southampton, England",https://scholarshipdb.net/jobs-in-United-Kingdom/Research-Fellow-Web-And-Internet-Science-University-Of-Southampton=7Jl64hZX7RGUYQAlkGUTnw.html
400,400,Postdoctoral Research Associate in Precision Manufacturing of Microporous Thin Films,DURHAM UNIVERSITY,United Kingdom,"duration of 30 months. In DIVINE, we seek to develop new sensors for volatile organic compounds (VOCs) based on thin films of metal-oxide quantum dots which have well-controlled porosity on multiple length",19 days ago,https://scholarshipdb.net/jobs-in-United-Kingdom/Postdoctoral-Research-Associate-In-Precision-Manufacturing-Of-Microporous-Thin-Films-Durham-University=kJP8xMJj7RGUYQAlkGUTnw.html
401,401,"Postdoctoral Research Associate or more senior, Princeton University",Princeton University Program on Science and Global Security,United States,"the militarization of emerging technologies such as artificial intelligence, autonomous systems, quantum technologies, platforms and sensors with continuous global coverage, and hypersonic, high-precision","Durham, England",https://scholarshipdb.net/jobs-in-United-States/Postdoctoral-Research-Associate-Or-More-Senior-Princeton-University-Princeton-University-Program-On-Science-And-Global-Security=sGPtv99e7RGUYQAlkGUTnw.html
402,402,Scientific Employee (m/f/d) / PhD position / Theoretical & Computational Chemistry,Heinrich Heine University Düsseldorf,Germany,"controlling ISC from singlet to triplet and its reverse. Closely related to this highly topical research, a cross-curricular PhD training program is offered, taking into special consideration diverse scientific",3 days ago,https://scholarshipdb.net/scholarships-in-Germany/Scientific-Employee-M-F-D-Ph-D-Position-Theoretical-Computational-Chemistry-Heinrich-Heine-University-D-sseldorf=9Pso4CVc7RGUYQAlkGUTnw.html
403,403,Professor / Lecturer in Disordered Systems / Statistics,KINGS COLLEGE LONDON,United Kingdom,"post are expected to have a PhD in Mathematics, Theoretical Physics or related areas, and research expertise in some area of Complex and Disordered Systems (understood in a broad sense), with","Princeton, New Jersey",https://scholarshipdb.net/jobs-in-United-Kingdom/Professor-Lecturer-In-Disordered-Systems-Statistics-Kings-College-London=cwBwHXNa7RGUYQAlkGUTnw.html
404,404,Research Associate in Geometry and Topology x 2 (Fixed Term),University of Cambridge ;,United Kingdom,and homological mirror symmetry in particular. Possible projects for the RA include studying symplectic aspects of quantum cohomology theories; studying Lagrangian cobordism groups and their interaction,6 days ago,https://scholarshipdb.net/jobs-in-United-Kingdom/Research-Associate-In-Geometry-And-Topology-X-2-Fixed-Term-University-Of-Cambridge=3iblonVf7RGUYQAlkGUTnw.html
405,405,Internal Research Fellow (PostDoc) in Earth Observation (EO) and Computer Science for Climate,European Space Agency,Netherlands,") of new computer science technologies such as artiﬁcial intelligence (AI), as well as new computing paradigms including quantum computing (QC), space edge learning (SEL) and neuromorphic computing",about 2 hours ago,https://scholarshipdb.net/jobs-in-Netherlands/Internal-Research-Fellow-Post-Doc-In-Earth-Observation-Eo-And-Computer-Science-For-Climate-European-Space-Agency=VaHIp05g7RGUYQAlkGUTnw.html
406,406,Assistant/Associate Professor of Mathematical Physics,Radboud University Nijmegen,Netherlands,"as the Einstein Telescope), and quantum gravity. Women and members of other groups underrepresented in science are especially encouraged to apply. Profile You have a PhD in Mathematics and a proven","London, England",https://scholarshipdb.net/jobs-in-Netherlands/Assistant-Associate-Professor-Of-Mathematical-Physics-Radboud-University-Nijmegen=2lainNRh7RGUYQAlkGUTnw.html
407,407,Lecturer in Physics - School of Science,Loughborough University,United Kingdom,"will either complement or link with our existing research activities in the areas of materials physics, THz physics, magnetism, spintronics, memristors, superconductivity, quantum information theory",14 days ago,https://scholarshipdb.net/jobs-in-United-Kingdom/Lecturer-In-Physics-School-Of-Science-Loughborough-University=HxXklPte7RGUYQAlkGUTnw.html
414,414,Senior Lecturer in Physics - School of Science,Loughborough University,United Kingdom,"in the areas of materials physics, THz physics, magnetism, spintronics, memristors, superconductivity, quantum information theory, emergent photonics, and medical physics. The Department has invested","Loughborough, England",https://scholarshipdb.net/jobs-in-United-Kingdom/Senior-Lecturer-In-Physics-School-Of-Science-Loughborough-University=lbUo5vte7RGUYQAlkGUTnw.html
415,415,Assistant / Associate / Full Professor in Computer Science 2023,KING ABDULLAH UNIVERSITY OF SCIENCE & TECHNOLOGY,Saudi Arabia,"Science and Big Data, Computer Systems and Networking, Future Computing Paradigms (including Quantum Computing and Quantum Information Science), Human-Centered Computing, Digital Twins and Smart Cities",about 9 hours ago,https://scholarshipdb.net/jobs-in-Saudi-Arabia/Assistant-Associate-Full-Professor-In-Computer-Science-2023-King-Abdullah-University-Of-Science-Technology=07xWIKFZ7RGUYQAlkGUTnw.html
416,416,"Research Fellow/Associate (muliple posts, fixed term) (# of pos: 2)",University of Nottingham,United Kingdom,"Physics & Astronomy Location:  University Park Salary:  £28,762 to £43,414 per annum, (pro rata if applicable) depending on skills and experience (minimum £32348 with relevant PhD). Salary",14 days ago,https://scholarshipdb.net/jobs-in-United-Kingdom/Research-Fellow-Associate-Muliple-Posts-Fixed-Term-Of-Pos-2-University-Of-Nottingham=kkssXFpi7RGUYQAlkGUTnw.html
417,417,Research Assistant/ Associate,University of Glasgow,United Kingdom,industry partners. This 5-year project seeks to combine Optical and Quantum inspired remote measurements to determine the health and wellbeing of individuals within community settings https://healthcare,"Nottingham, Scotland",https://scholarshipdb.net/jobs-in-United-Kingdom/Research-Assistant-Associate-University-Of-Glasgow=viGX8aBk7RGUYQAlkGUTnw.html
418,418,Postdoctoral Research Associate in Precision Manufacturing of Microporous Thin Films,Durham University,United Kingdom,"to develop new sensors for volatile organic compounds (VOCs) based on thin films of metal-oxide quantum dots which have well-controlled porosity on multiple length scales, inspired by natural systems, such as",5 days ago,https://scholarshipdb.net/jobs-in-United-Kingdom/Postdoctoral-Research-Associate-In-Precision-Manufacturing-Of-Microporous-Thin-Films-Durham-University=ntHLXnVi7RGUYQAlkGUTnw.html
419,419,"The role of non-coding RNAs in the host-symbiont dialog, alone and together with metabolism",Inria,France,"2022-05530 - The role of non-coding RNAs in the host-symbiont dialog, alone and together with metabolism Contract type : Fixed-term contract Level of qualifications required : PhD or equivalent","Glasgow, Scotland",https://scholarshipdb.net/jobs-in-France/The-Role-Of-Non-Coding-Rn-As-In-The-Host-Symbiont-Dialog-Alone-And-Together-With-Metabolism-Inria=inVJhgFi7RGUYQAlkGUTnw.html
420,420,Bakhuis Roozeboom Medal,KNAW,Netherlands,areas Phase theory: research on the phase behaviour of matter in classical or quantum systems and/or non-equilibrium phases in dynamic systems Who is it for? Researchers in the Netherlands or abroad who,about 9 hours ago,https://scholarshipdb.net/jobs-in-Netherlands/Bakhuis-Roozeboom-Medal-Knaw=UrtRi7li7RGUYQAlkGUTnw.html
